0.0 					1.0
0.01 					0.7568
0.02 					0.6055
0.03 					0.6212
0.04 					0.3376
0.05 					0.4289
0.06 					0.5382
0.07 					0.2909
0.08 					0.31
0.09 					0.3485
0.1 					0.4225
0.11 					0.1553
0.12 					0.1898
0.13 					0.2009
0.14 					0.3619
0.15 					0.3591
0.16 					0.3643
0.17 					0.2476
0.18 					0.1924
0.19 					0.1422
0.2 					0.1013
0.21 					0.2129
0.22 					0.188
0.23 					0.1684
0.24 					0.1536
0.25 					0.1176
0.26 					0.3033
0.27 					0.3386
0.28 					0.3511
0.29 					0.0806
0.3 					0.2102
0.31 					0.4416
0.32 					0.2945
0.33 					0.1945
0.34 					0.2182
0.35 					0.2245
0.36 					0.0724
0.37 					0.3188
0.38 					0.1642
0.39 					0.2209
0.4 					0.1475
0.41 					0.3106
0.42 					0.1875
0.43 					0.2882
0.44 					0.2411
0.45 					0.2334
0.46 					0.1733
0.47 					0.1406
0.48 					0.2275
0.49 					0.2329
0.5 					0.1178
0.51 					0.1431
0.52 					0.1549
0.53 					0.2636
0.54 					0.1912
0.55 					0.1399
0.56 					0.2165
0.57 					0.1166
0.58 					0.1835
0.59 					0.2238
0.6 					0.0268
0.61 					0.0406
0.62 					0.0403
0.63 					0.078
0.64 					0.0166
0.65 					0.1962
0.66 					-0.1051
0.67 					0.1069
0.68 					0.1996
0.69 					0.2737
0.7 					0.127
0.71 					0.282
0.72 					0.1234
0.73 					0.0899
0.74 					0.326
0.75 					0.1441
0.76 					0.0624
0.77 					0.0257
0.78 					0.2018
0.79 					0.0299
0.8 					0.1089
0.81 					0.1511
0.82 					0.0488
0.83 					-0.0203
0.84 					0.1851
0.85 					0.0718
0.86 					0.0809
0.87 					0.1042
0.88 					-0.0417
0.89 					0.0669
0.9 					-0.0165
0.91 					0.0699
0.92 					0.0455
0.93 					0.1696
0.94 					0.0577
0.95 					-0.0624
0.96 					0.1096
0.97 					-0.0165
0.98 					0.0921
0.99 					0.1826
1.0 					-0.0195
1.01 					0.2658
1.02 					0.2555
1.03 					0.0615
1.04 					-0.089
1.05 					0.0098
1.06 					0.165
1.07 					0.09
1.08 					0.187
1.09 					0.1745
1.1 					0.2747
1.11 					0.2238
1.12 					0.0551
1.13 					0.1413
1.14 					0.0423
1.15 					0.0426
1.16 					0.1743
1.17 					-0.1324
1.18 					0.092
1.19 					0.122
1.2 					0.1166
1.21 					0.0666
1.22 					0.2374
1.23 					0.2481
1.24 					0.0067
1.25 					0.372
1.26 					0.2227
1.27 					0.1453
1.28 					0.3511
1.29 					0.1074
1.3 					0.0562
1.31 					-0.0321
1.32 					0.1165
1.33 					-0.0977
1.34 					-0.08
1.35 					0.1434
1.36 					-0.1069
1.37 					-0.0607
1.38 					0.1437
1.39 					-0.0368
1.4 					-0.0216
1.41 					-0.0654
1.42 					0.0222
1.43 					0.1325
1.44 					0.0309
1.45 					-0.0787
1.46 					0.0588
1.47 					0.1171
1.48 					-0.0558
1.49 					-0.0586
1.5 					0.1291
1.51 					0.0525
1.52 					0.023
1.53 					0.0338
1.54 					0.0715
1.55 					0.0498
1.56 					-0.1035
1.57 					0.0282
1.58 					0.0663
1.59 					0.1112
1.6 					0.0736
1.61 					0.0603
1.62 					-0.0194
1.63 					0.1146
1.64 					0.2004
1.65 					0.1192
1.66 					-0.0453
1.67 					-0.084
1.68 					0.0484
1.69 					0.1376
1.7 					0.0623
1.71 					-0.1026
1.72 					0.0157
1.73 					0.1129
1.74 					0.1746
1.75 					0.0777
1.76 					0.0947
1.77 					0.027
1.78 					-0.0745
1.79 					0.0286
1.8 					0.1289
1.81 					0.1372
1.82 					0.0344
1.83 					0.1116
1.84 					-0.051
1.85 					0.1795
1.86 					0.0561
1.87 					0.0912
1.88 					-0.1172
1.89 					0.0603
1.9 					0.1517
1.91 					0.027
1.92 					0.1357
1.93 					0.1847
1.94 					0.1563
1.95 					-0.0343
1.96 					-0.103
1.97 					0.0868
1.98 					0.1358
1.99 					0.0279
2.0 					0.1748
2.01 					0.1029
2.02 					-0.0169
2.03 					0.0117
2.04 					0.1381
2.05 					0.1576
2.06 					0.0641
2.07 					0.2084
2.08 					0.0903
2.09 					0.0545
2.1 					0.0524
2.11 					-0.0625
2.12 					0.1217
2.13 					0.0952
2.14 					0.0439
2.15 					0.0868
2.16 					0.0577
2.17 					0.0415
2.18 					0.1033
2.19 					0.0717
2.2 					0.1176
2.21 					0.0322
2.22 					0.1136
2.23 					-0.0073
2.24 					0.046
2.25 					0.0295
2.26 					-0.1359
2.27 					0.1346
2.28 					0.0234
2.29 					-0.0165
2.3 					0.0812
2.31 					-0.085
2.32 					0.0634
2.33 					-0.0072
2.34 					0.0801
2.35 					0.0661
2.36 					0.0546
2.37 					0.1963
2.38 					0.0684
2.39 					-0.0648
2.4 					0.0626
2.41 					0.0842
2.42 					0.048
2.43 					0.0743
2.44 					-0.0263
2.45 					0.0838
2.46 					0.095
2.47 					0.0555
2.48 					-0.0175
2.49 					0.1112
2.5 					0.0742
2.51 					0.1247
2.52 					-0.0023
2.53 					-0.0475
2.54 					0.0015
2.55 					0.2191
2.56 					-0.0367
2.57 					0.1174
2.58 					0.218
2.59 					0.1509
2.6 					0.0194
2.61 					0.1394
2.62 					0.0635
2.63 					0.1836
2.64 					0.2154
2.65 					0.1511
2.66 					0.0801
2.67 					0.2142
2.68 					0.1403
2.69 					0.2291
2.7 					0.1264
2.71 					-0.109
2.72 					-0.0359
2.73 					0.0359
2.74 					0.162
2.75 					0.1405
2.76 					0.0367
2.77 					-0.0366
2.78 					0.0792
2.79 					0.1422
2.8 					-0.0847
2.81 					0.0497
2.82 					0.1009
2.83 					0.1365
2.84 					0.0809
2.85 					0.1014
2.86 					0.1891
2.87 					0.0458
2.88 					0.1548
2.89 					0.201
2.9 					0.244
2.91 					0.1379
2.92 					0.0195
2.93 					0.0619
2.94 					0.1001
2.95 					0.0899
2.96 					0.0707
2.97 					-0.0124
2.98 					0.0712
2.99 					0.1508
3.0 					0.2285
3.01 					0.1648
3.02 					0.1883
3.03 					0.0479
3.04 					0.0265
3.05 					0.1341
